textID,pre_formatted,match,post_formatted,surface,inverse,contracted,uniqueID,batch
4103377,I happen to believe Simon is a really strong judge. I also think L.A. @ @ @ @ @ @ @ @ @ @ Paula are out of their minds. I don't know how you judge by not giving your opinion? ,Everyone can't be great,". Is that right, Piers? ",no one can be great,not all can be great,1,206,50
4103528," @!CHRIS-CUOMO-@1-ABC# @(Voiceover) A-F-R-I-D. The prosecutors are convinced this means Aislinn is afraid of her father. 
@!DAVID-GORSYCA-@1FO# She says purposely tanking the questions because she didn't wanna answer questions. 
@!CHRIS-CUOMO-@1-ABC# @(Voiceover) Gorcyca insists Aislinn can answer the questions, but she just won't. 
@!DAVID-GORSYCA-@1FO# I don't know how many occasions Aislinn was capable of answering her questions, and then we got here and ",everything all of a sudden didn't make sense,". 
@!CHRIS-CUOMO-@1-ABC# @(Voiceover) Of course, all those other times, Scarsella heard the questions and could essentially put her words in Aislinn's mouth. ",nothing (all of a sudden) made sense,not all things (all of a sudden) made sense,1,207,51
4103538," @!GIFFORD: Finish this lyric to my song. Let's hear it, please. ( Clip from "" Everyone Has a Story "" ) What's the next line? 
@!Mr-REGIS-PHILBIN: '",Everyone doesn't care,. What is it? ,no one cares,not all care,1,208,52
4103576," @!PINKERTON: And they might ask, for example, why they had the fabulous Halloween party, starting Johnny Depp and the director, Tim Burton, that cost a zillion dollars in @ @ @ @ @ @ @ @ @ @ two years. 
@!SCOTT: The White House said it was on the daily press -- 
@(CROSSTALK) 
@!PINKERTON: I don't think the later part was on the daily press -- 
@(CROSSTALK) 
@!PINKERTON: -- some bloggers in Tennessee got it, so -- but every reporter, including -- and not just the ones who got the million-dollar advance like Jodi Kantor. Every other reporter seemingly knew about it and ",[every other reporter] didn't think it was interesting they had a fabulous Hollywood party with one of the biggest stars in the world,". That just didn't seem to quite match the narrative the White House wanted about, we're fighting hard against the recession in 2009. ",none thought it was interesting they had a fabulous Hollywood party with one of the biggest stars in the world,not all thought it was interesting they had a fabulous Hollywood party with one of the biggest stars in the world,1,209,53
4103653,"And here it -- here it is it's reached the pinnacle of American success and won five Oscars. 
@!GAYLE-KING: So what did you see, Harvey, that others did not? Your team thought, okay, Harvey, not so much. What did you see that ",everybody else really didn't,"? 
@!HARVEY-WEINSTEIN-: I @ @ @ @ @ @ @ @ @ @. ",nobody else really did,not all else really did,1,210,54
4103762," @(BEGIN-VIDEO-CLIP) @ @ @ @ @ @ @ @ @ @ so -- such inexpensive. You know, back in my days, they use Bayer aspirin for contraception. The gals put it between their knees and it wasn't that costly. 
@(END-VIDEO-CLIP) 
@!COOPER: Well, Santorum called that a stupid joke and ",everything his supporters say doesn't reflect on him, which is certainly a fair point. Here's what Rick Santorum himself has said about the issue. ,nothing (that his supporters say) reflects on him,not all things (that his supporters say) reflect on him,1,211,55
4103965,"It's unbelievable. I use her stuff in all my fashion segments all the time and people go bananas. 
@!HAMMER: Wow. Well, there's something that ",every woman can't do, that Jessica is doing. And it's a hot debatable topic for a lot of people.,none can do,not all can do,1,212,56
4103970,"They're outraged about what's happened. They're -- it's hard for the boys. They're trying to get back into baseball -- trying to get back to playing baseball now, trying to put some of this behind them, get some normality back in their lives, but, you know, right when they @ @ @ @ @ @ @ @ @ @ You know, they're been very upset, you know, and it's upsetting to hear how everybody was making their judgments about Sergio and nobody knows him. You know, I spoke with him, you know, a day are or so after this happened, you know, and ",everybody on your panel didn't hear him crying on the phone to me,". When I spoke with him Saturday, they didn't hear him break down on the phone when he was talking to me. ",nobody (on your panel) heard him crying on the phone to me,not all (on your panel) heard him crying on the phone to me,1,213,57
221139,"Bob Law says blacks can't get the money. 
Mr. LAW: The money is not available to us. Banks still redline. ",Everything in this society is not fair and equal,"
@!STOSSEL And the Koreans? ",nothing (in this society) is fair and equal,not all things (in this society) are fair and equal,0,214,58
234893," @!WOMAN Why don't you tell me what it is you'd like to do at camp.
@!BOY Well, I mostly like to do @ @ @ @ @ @ @ @ @ @ is easy anymore. 
These days just choosing a summer camp can require careful consideration and expert advice, which in this case is where the camp consultant comes in. 
BEVERELY SHIFFMAN / SCATA ( STUDENT CAMP AND TRIP ADVISORS ): Our function here is to place children in the correct program and we represent now 702 different programs and ",every program is not for every child,". 
RON CLAIBORNE: For parents and kids, the choices can be bewildering: An outdoors camp or a sports camp, a camp for creative arts or computer science, study aboard or a summer job? ",none are for every child,not all are for every child,0,215,59
237093,"No whites @ @ @ @ @ @ @ @ @ @ no handicapped. They said only blacks. Now, isn't that the same kind of discrimination against white folks that blacks protested against for a century? 
Mr. HOOKS: But the point is, and I think you've got to understand it isn't a matter that every veteran no matter what his race was, it was that ",every non-veteran could not qualify,". There were men who went down to the draft board because they had a flat feet or bad eyes, they were not accepted, were not given the chance and they have been on the part of life where they could not make it because they were denied that pool- 
BUCHANAN: Ben, let me follow up. ",none could qualify,not all could qualify,0,216,60
237725,"Mr. THOMAS: Well, it is their choice, Larry, but, you know, when the founders talked about forming a more perfect union, they weren't talking about prostitution. They talked about providing- promoting the general welfare, and we are not free to do what we want. We are each other's keepers. 
@!KING Okay- 
Mr. READE: I'd like to say that the women that are there are there by choice, the customers are that are there are there by choice, and ",everyone who is not there is not there by choice,", and these ladies are not exploited. You know, I even put on seminars for them, financial planning and- 
KING: Gary, do- we're running close on time. ",no one (who is not there) is there by choice,not all (who are not there) are there by choice,0,217,61
239170,They are saying this is artistic and this is not artistic. I mean you can't make those decisions you have your own judgement. If you were a member of that panel you would have to be a painter of some esteem and have some kind of reputation. Certainly ,everybody is not going to make the best decision every time, but the judgement that was made on these particular two people that we are talking about that these were artistic expressions regardless of how you want to vulgarize that and carry it to an extreme. And I was personally taken back by some of this. ,nobody is going to make the best decision every time,not all are going to make the best decision every time,0,218,62
239189,"One may not like what one sees in a work of art. One may not want to buy it, or sponsor it, or wish to see one's government back it up with public funds. But the issue of definition ought not to be confused. ",Everything free is not necessarily art,", but if the thing is art, the thing is free. I'm Roger Rosenblatt. ",nothing (that is free) is necessarily art,not all things (that are free) are necessarily art,0,219,63
239236,"And we're not going to have access to base line data to know its impact on students or on the 60 percent of school districts coming on line in '90/'91 probably until the '91/'92 school year at the earliest. So has it helped or not in Minnesota, is it working, is it working to achieve what end, I just don't think we're ready to answer those @ @ @ @ @ @ @ @ @ @'s going to do some things that it never was intended to do. 
@!MS-WOODRUFF: Such as? 
@!MS-PEARSON: It's my belief that it is an elitist program in the sense that ",everybody will not be able to choose to go,". If we're talking urban continuums, granted with metropolitan transportation systems, whether it's Minnesota or it's America, the transportation and the geography is possible, but I am coming from an area in rural Minnesota where a school district that my children attend has one student per square mile, three thousand students, three thousand square miles. ",nobody will be able to choose to go,not all will be able to choose to go,0,220,64
239279,"I tell you we seek @ @ @ @ @ @ @ @ @ @ torpedoed by a number of foreign powers as well as Arab countries. Now we are seeking a peaceful, diplomatic, political solution and as long as the situation is on the verge of war don't tell me that everything has to be normal and everyone has to be free to leave when ever he wants. Even in your country you don't do that. As I mentioned to you ",every Iraqi now in this country can not leave the country really to Baghdad or Iraq, buy an air tickets or whatever. They are not allowed to. ,none (now in this country) can leave the country really to Baghdad or Iraq,not all (now in this country) can leave the country really to Baghdad or Iraq,0,221,65
239375,I'm not a mouthpiece for the administration. I'm trying @ @ @ @ @ @ @ @ @ @. I believe that the bulk of the ground forces in the Middle East are going to be ready in mid January. ,Everyone does not need to be instantly ready,". We aren't going to have 450,000 or whatever the number is all leaning forward or prepared to lean forward in the middle of January. ",no one needs to be instantly ready,not all need to be instantly ready,0,222,66
242119,"I don't want you sitting there and biting it back. Go ahead. 
Mrs. HADI: Okay. If ",everything I'm saying is not true ," or told to me by my husband to tell to you all, let them- let the media go in there. Let them see where they have killed Kuwaitis and put them in the ice skating rink because you've even took the mortuaries. ",nothing (that I'm saying) is true,not all things (that I'm saying) are true,0,223,67
242119,"I don't want you sitting there and biting it back. Go ahead. 
Mrs. HADI: Okay. If everything I'm saying is not true or ",[everything I'm saying is not] told to me by my husband to tell to you all,", let them- let the media go in there. Let them see where they have killed Kuwaitis and put them in the ice skating rink because you've even took the mortuaries. ",nothing (that I'm saying) is told to me by my husband to tell to you all,not all things (that I'm saying) are told to me by my husband to tell to you all,0,224,68
242200,"3rd WOMAN: People are holding @ @ @ @ @ @ @ @ @ @ not really going out and splurging as usual. 
4th WOMAN: What can you do around that time when you don't have a job, a way to support a family. You can't help but be sad, even though it is Christmas. 
1st MAN: And ","everybody's not- you know, just not as open and feeling like they can relax and enjoy the Christmas season as much as they did last year","
@!GREENFIELD voice-over Such sentiments may seem almost subversive at a time when we know we are supposed to feel otherwise, when memories of magazine covers and images from today's television screens offer tidings of familial comfort and joy. ",nobody is as open and feeling like they can relax and enjoy the Christmas season as much as they did last year,not all are as open and feeling like they can relax and enjoy the Christmas season as much as they did last year,0,225,69
234946,"It's anticipated that the Soviet Union will finally agree to normalize relations with Israel, something the Israelis have been seeking for years as a way to facilitate immigration of Soviet Jews. The Israelis made normalization of relations a condition for attending a peace conference that is to be jointly sponsored by the US and Soviet Union. Baker hopes to wrap up loose ends this week and to provide assurances to each increasingly nervous participant. But even if ",everyone is not completely happy,", invitations are expected to go out anyway next weekend with the peace conference itself to follow ten days later. John McWethy, ABC News, Cairo. ",no one is completely happy,not all are completely happy,0,226,70
237106,"Because they trust the American military who are not going to drop bombs indiscriminately. When they fire one of these things it almost goes down @ @ @ @ @ @ @ @ @ @ I mean, if they trust the military, why can't you trust Reagan's buildup? 
Adm @!CARROLL Pat, I trust the role of the military in warfare. They do the best they can with the weapons they have but weapons are not perfect and ",every Tomahawk missile does not hit-,"
BUCHANAN: Nobody is saying they were perfect. ",none hit-,not all hit-,0,227,71
237128," @!BUCHANAN How? 
Mr. LEMANN: I think the mechanism is basically through the school system, that's the best, and the welfare system, you know, where people- 
BUCHANAN: Well, how about Newt's and President Bush's idea of giving these kids basically tickets, vouchers, so they can go out and go to a school if they want to study where there's a lot of middle-class kids learning? 
Mr. LEMANN: That's fine with me but the other side of the story is a lot of people- ",every parent is not an education consumer parent, and won't become an education consumer parent when they get a voucher in their hands so you've got to shore up the bottom as well as making opportunities for people to get out of the system. You've got to figure out a way to go in and just make @ @ @ @ @ @ @ @ @ @ something ,none are education consumer parents,not all are education consumer parents,0,228,72
237128," @!BUCHANAN How? 
Mr. LEMANN: I think the mechanism is basically through the school system, that's the best, and the welfare system, you know, where people- 
BUCHANAN: Well, how about Newt's and President Bush's idea of giving these kids basically tickets, vouchers, so they can go out and go to a school if they want to study where there's a lot of middle-class kids learning? 
Mr. LEMANN: That's fine with me but the other side of the story is a lot of people- every parent is not an education consumer parent and ",[every parent] won't become an education consumer parent when they get a voucher in their hands, so you've got to shore up the bottom as well as making opportunities for people to get out of the system. You've got to figure out a way to go in and just make @ @ @ @ @ @ @ @ @ @ something ,none will become education consumer parents when they get a voucher in their hands,not all will become education consumer parents when they get a voucher in their hands,0,229,73
237781,"He said, 'Well, it would tell us a little bit more.' I said, 'How would it make her better?' 'It wouldn't.' Then I said, 'No,' because I went out in advance and I took control of the medical situation. 
@!KING Yes, but ",everyone is not a reporter from The New York [Times] @ @ @ @ @ @ @ @ @ @,", OK, but everybody- No, but everyone can read the book by the reporter for The New York Times - laughs. The point is we need to take control and plan these things. ",no one is a reporter from the New York Times,not all are reporters from the New York Times,0,230,74
237816,"Mr. ARNOLD: Yes, Buffalo- No, Buffalo Bob - that was the puppet. Buffalo Bill was the other guy. 
@!KING Buffalo Bill - that was a great show. 
Mr. ARNOLD: Anyway, yes, it was a great show, but I'm not- See, the way we've got it done is that I'm- ",Every scene is not about me,". You know, I'm in this show and there's @ @ @ @ @ @ @ @ @ @ piece",none are about me,not all are about me,0,231,75
239432,"In the first couple of days just after the announcement of the withdrawal, just after the allies' announcement of the cease-fire, we had the impression that people in Baghdad weren't exactly sure what to believe. They were hearing on the official Baghdad Radio that Iraq had won a glorious victory, but they were also hearing Voice of @ @ @ @ @ @ @ @ @ @ course, were reporting that the allies had won a huge victory. But over the next few days, as soldiers started returning from the front, you could almost see the news, the anecdotes from the front spreading through the city, and as that happened over those two or three or four days after the cease-fire, there was little doubt of what had happened. Just about ","everybody who I talked to in Baghdad was not, were not believing the official version",". Everybody knew what had happened and the stories, the horror stories of carnage and killing at the front were starting to make their way into the neighborhoods. ",nobody (who I talked to in Baghdad) was believing the official version,not all (who I talked to in Baghdad) were believing the official version,0,232,76
239446,"And he said, ""Ours is not an inquisitorial system of justice. The Fifth Amendment bar on self-incrimination means what it says and people should not be coerced to testify against themselves and then have that testimony used against them in court."" And he said that this will simply encourage police misconduct, that if we're not careful, and he said the Court majority was not careful @ @ @ @ @ @ @ @ @ @ hear from the police as we do from the criminals, themselves. And I guess I should note that normally he's a member of the conservative law and order majority. ",Every member of the minority in this case was not appointed by Presidents Reagan or Bush,. All of the majority justices were appointed by Mr. Bush or Mr. Reagan. ,none (in this case) were appointed by Presidents Reagan or Bush,not all (in this case) were appointed by Presidents Reagan or Bush,0,233,77
239486," @!MR-MacNeil: That is what the American reporters who were present said, for instance, the Associated Press and the New York Times and the Washington Post. 
@!MR-ROTH: And that is also what the lawyer said -- 
@!MR-MacNeil: And the lawyer. 
@!MR-ROTH: -- with whom we spoke. ",Everything that I say to you is not based on the press,", but based on our conversations with lawyers who were there. 
@!AMB-AL-SABAH: I would like to know who the lawyer is that is speaking because there are many lawyers representing many accused in this trial, and I wish to cross my notes with him because I am as concerned as @ @ @ @ @ @ @ @ @ @ foul-up in our judicial system .",nothing (that I say to you) is based on the press,not all things (that I say to you) are based on the press,0,234,78
239632,"Their grades have improved. The parents are involved. Everybody's happy. 
@!MR-HACKETT: But ",everybody is not happy,", perhaps least of all Wisconsin Superintendent of Public Instruction Herbert Grover @ @ @ @ @ @ @ @ @ @ the common people?  What happens to the equity that must be in the American educational enterprise ?",nobody is happy,not all are happy,0,235,1
241912,"They're an indicator normally of how the economy's going to perform about six to nine months later. So, it's a good sign if you believe they're a significant leading indicator, and they have been in the past 
@!ROCHELLE Yes. I see things that come from the economic sector, housing starts will be up, that looks very good; fuel prices are down, but, overall, ",everything is not-," The indicators are still very mixed, aren't they? ",nothing is-,not all things are-,0,236,2
241915,"Ms. BARDSLEY: I think that's an excellent point, thank you. The fact is we've been aware for many years that the government is divided, so when we speak of the Pentagon, there's many, many people at the Pentagon. Some I feel are @ @ @ @ @ @ @ @ @ @ Some I feel are just as dead-set against that happening, and- 
ROCHELLE: Why? 
Ms. BARDSLEY: You know, it's interesting, I can't answer that, but because I can't answer that doesn't mean that there's no evidence that it's happening and I would be happy to refer you to a Senate investigation that's currently going on, and also- For example, I'm sure you're aware of Colonel Millard Peck's resignation letter from the Defense Intelligence Agency when he felt that ",everything was certainly not being done to resolve this issue,"
@!ROCHELLE He- He resigned, but then he went before a committee in Congress and wasn't able to make his point. ",nothing was being done to resolve this issue,not all things were being done to resolve this issue,0,237,3
242222,"And I think also that I've conditioned myself to expect certain situations, so I think the main thing on my mind was to follow certain procedures, make sure I have my suit with me, make sure I have my mask close to hand, get it on as quickly as possible. 
EDUARD @ @ @ @ @ @ @ @ @ @ small children and older people wearing the gas mask. Nobody knew exactly how to act. Someone who couldn't breathe so good in the mask, a small child was crying, and ",everyone was not in panic,", but it was- everybody felt it, it was uncomfortable, it was not normal. 
JIM HICKEY, ABC News: Saudi Arabia I remember standing on the tarmac at exactly 1:26 in the morning as this F-4 roared off the runway into a very clear but very, very dark night sky with a noise like I 've never heard in my life, and its afterburner spewing 20 feet of bright orange flame. ",no one was in panic,not all were in panic,0,238,4
242279,"The church has never defined that 
@!KOPPEL Therefore you do @ @ @ @ @ @ @ @ @ @ words, each of us has, to one degree or another, evil within him or her, but you don't see that as evidence of any kind of demonic possession? 
Rev. McBRIEN: Well, I wouldn't want to exclude- I wouldn't want to say never. There are evil forces in the world and some of them are utterly personal, and I'm not going to say that ",every instance of real serious disruption of one's natural life can not be attributed to some forces that we call simply evil forces,". But to say that there's some being that actually overtakes an individual, makes them writhe on the floor and foam at the mouth and utter four-letter words, I think that's representing a different world, a different culture. ",none can be attributed to some forces that we call simply evil forces,not all can be attributed to some forces that we call simply evil forces,0,239,5
229997,"Thank you. 
@!RIVERA: But are they -- are they a threat to women? Are they pseudo-women? 
@!Ms-HUBSCHMAN: Well, ",everyone is not Goldie Hawn or Cher,. And all transsexuals are not performers. ,no one is Goldie Hawn or Cher,not all are Goldie Hawn or Cher,0,240,6
232385,"Phil, you want to pick up? 
PHIL DONAHUE, Host, ""Donahue"": ( Believes infidelity is a legitimate capaign issue. ) Well, I think the white male-dominated mainstream media has the responsibility to look in the mirror and very courageously plead guilty to the young man's observation. This does not mean that we are not ignoring this responsibility and that ","everybody in our game is not sensitive to the fact that this is a multicultural, multiracial nation",", and we have an obligation, especially in the general election season, to speak to the problems of the inner cities, which don't seem to get our attention until they explode.  So I direct the gentleman's attention to my program, and hope that he'll find some evidence that we're doing something about it ","nobody (in our game) is sensitive to the fact that this is a multicultural, multiracial nation","not all (in our game) are sensitive to the fact that this is a multicultural, multiracial nation",0,241,7
232648,"A 10-year-old Native American girl gazed at the battleground and said, 'I hear people crying in this place.' It is just a grassland. It is very moving. 
@(Footage-from-wildl) 
@!KURALT: ( Voiceover ) All countries build monuments, but the idea of national parks and national wildlife refuges originated in this country on the theory that ",every meadow should not be paved,", nor every river polluted, nor every marsh converted to some money-making @ @ @ @ @ @ @ @ @ @ more value as the land becomes ever more crowded with human beings. These are priceless gifts, these gifts we give ourselves .",none should be paved,not all should be paved,0,242,8
237860,"I do not have the reflexes I had at 50. I do not have- My thinking- I panicked easier. There are many things that I believe that I am at the upper level of the healthy seniors. I think that it's too bad that we, when we get older, become so terribly irresponsible that we will drive, even though the younger ones, yes- But because somebody else kills somebody, doesn't mean that I should 
@!KING Are you saying, then, that ",everybody over a certain age should not drive,"? 
8th CALLER: Absolutely ",nobody (over a certain age) should drive,not all (over a certain age) should drive,0,243,9
237868,"They can inspect storage. They can inspect nuclear labs and so on and so forth @ @ @ @ @ @ @ @ @ @ was not in the terms of the truce- the agreement? 
Amb @!AL Well, you know, the terms of the truce, of course, have been violated by the allies much more than by any other country. However, we feel that ",everything can not be absolute,". Every right, every rule of law had to be applied in a reasonable way, in good faith, and with some diplomacy ",nothing can be absolute,not all things can be absolute,0,244,10
222212,"In the late '60s, he was bored with school and he dropped out at the age of 15 to publish ""The Student,"" a national counterculture magazine not unlike ""Rolling Stone @ @ @ @ @ @ @ @ @ @ up in jail or a millionaire. Is that advice you would give to other people, to drop out of school at 15 to do something they wanted to do? 
@!Mr-BRANSON: Think of the amount of angry letters I'll get after this program if I suggest that. Interestingly enough, ",every single entrepreneur in Britain did not go to the University of -- of Oxford or Cambridge,. They -- they all left school at 15 or 16. ,none (in Britain) went to the University of Oxford or Cambridge,not all (in Britain) went to the University of Oxford or Cambridge,0,245,11
228531,"Both states now have laws against sexual harassment in school, and more are poised to follow suit. 
@(Footage-of-Camille) 
@!Ms-CAMILLE-PAGLIA-: Well, I think it's a very dangerous trend -- very dangerous indeed. 
@!MAGNUS: @(Voiceover) Writer and controversial social critic Camille Paglia sees a danger in the surge of laws which might appear fashionable now, but which she feels undermine the kids they're designed to protect. 
@!Ms-PAGLIA: The idea of the -- of a state and the law stepping in to make sure ",everyone's feelings are not bruised,", this is madness. If the girl's feelings aren't hurt now, they will be hurt some time in the future, again and @ @ @ @ @ @ @ @ @ @ the armor to deal with some ( unintelligible ) in junior high school, what are we doing to people? ",no one's feelings are bruised,not all people's feelings are bruised,0,246,12
230093,"He just told me -- I guess like Carolyn said, you -- he had dreams beyond belief. You know, I believed in those dreams. You know, I believed that I would never have to work. I gave up a very good job when we got married, and it -- ",everything he said did not -- obviously did not come true,". 
@!RIVERA: What did he do with the money? ",nothing (that he said) came true,not all things (that he said) came true,0,247,13
231731,"That's -- that's true. We -- but it's not Slick Willy. We have an income crisis in this country, remember? There is no justice in a country where ","everybody does not make at least $100,000 a year",. And that's true in this country. ,"nobody makes at least $100,000 a year","not all make at least $100,000 a year",0,248,14
235589,"Ms. FRAZIER: Well, they told us - a lot of people - Thursday, last Thursday, to evacuate. So, everybody's pretty much out, just the leftovers, which is us. People just don't know. ",Everybody does not know,". They said that there's supposed to be two foot of water into the trailers by @ @ @ @ @ @ @ @ @ @ lost, here. ",nobody knows,not all know,0,249,15
235669,"Now this- over in this hollow here, this is Boomer Hollow. This is the one that I told you is a wart. It's still a little bit of a wart for us, but it's a major improvement over what it was two years ago. ",Everything you see that is green was not green two years ago,. We had- there was a high wall right here called the Berlin Wall - it was 450 feet high two years ago. ,nothing (that you see that is green) was green two years ago,not all things (that you see that are green) were green two years ago,0,250,16
237912,"Mr. KING: No, no, she's a black woman, but the groundswell of black women and white women across this nation are sic saying @ @ @ @ @ @ @ @ @ @ evidence is glaring. Reasonable doubt is being questioned beyond a reasonable doubt. And what you have here is a selection of a judge by a prosecutor. John Quincy Adams said in the 1800s that every American is entitled to a designated court but ",[every American is] not [entitled to] a selected judge ,". It gives the feeling, the perception, of impropriety, the lack of credibility for the defendant and for our public. ",none are entitled to a selected judge,not all are entitled to a selected judge,0,251,17
237913,"My children have nightmares. I don't have a question. I just want people to know that, yes, there were 'hurricane whores' there - the people who took advantage of the insurance. And ",everything is not fine,". It's not the houses, it is not anything like that. ",nothing is fine,not all things are fine,0,252,18
239041,"I asked my commissioner and former commissioners in the state of Connecticut who know you, neither of whom are the same political parties, strongly endorse your candidacy. The medical societies of your state, and the list goes on and on. I think that is a very worthwhile piece of information in trying to make judgments based on the six years, or almost six years, of your work in the most recent position you've had and your previous involvement. So for those who may be trying to make a judgment call as to whether or not you're competent or qualified- And I suspect that ",every one of these organizations who have endorsed you did not agree with everything you did or every word you've spoken,". I've read a few of the things you've said @ @ @ @ @ @ @ @ @ @ ways you've articulated some views, but that's not the issue really. ",none (who have endorsed you) agreed with everything you did or every word you've spoken,not all (who have endorsed you) agreed with everything you did or every word you've spoken,0,253,19
239044,"Compensation already covers soft tissue sarcoma, non-Hodgkin's lymphoma and chloracnate sp ?. During the Vietnam War, the United States sprayed millions of gallons of Agent Orange to clear away forests and to kill the enemy's crops. Compensation for Veterans still may take months because of bureaucratic hurdles 
@!VETERAN I know that ",everyone will not be satisfied,". However, I deeply hope that our actions and our intentions will allay the doubts of many who hopefully will acknowledge the good faith effort is being taken toward addressing this issue and their concerns",no one will be satisfied,not all will be satisfied,0,254,20
242777,"I listened to the President @ @ @ @ @ @ @ @ @ @ doesn't have. We have a lot of problems in this country. You know, the engagement's over with, the marriage is over with, and we've got to get down to making money. Industry's got to get back on its feet again, so what we got out of this tonight and what I felt was the President has the country thinking everything is just fine when ",everything is not just fine,". And there was nobody there to ask the tough questions, like where are you going to get the money that you just spent tonight? ",nothing is just fine,not all things are just fine,0,255,21
244891,"I've talked to many people from the Salt Lake area who, if you're not Mormon and you have family there, your kids @ @ @ @ @ @ @ @ @ @'re still on the outside. And also, I'm an American Indian, and several years ago, they excommunicated a Navajo man who was in the upper hierarchy. And I will admit I only read this from the newspaper reports, but he began to ask questions 
@!SONYA It's interesting as we hear here, one person says ",everything you say is not true,. She has this wonderful marriage. ,nothing (that you say) is true,not all things (that you say) are true,0,256,22
247553,"Ms. RUMP: I will do anything to preserve the health of my children. I have witnessed the agony of the loss of a child's life. My brother lost his baby, to Sudden Infant Death Syndrome, which was six weeks old and I want research to continue so that answers can be found to SIDS, to pediatric AIDS, adult AIDS, cancer, on and on 
@!STAMBERG There's another argument and that is that ",everything is not done on the part of researchers to avoid going to the use of animals,", that there are steps that could be taken in advance and alternatives to the use of animals, but it's so much easier their way. 
Ms. RUMP: The researchers that I have talked to assure me that they go to great lengths @ @ @ @ @ @ @ @ @ @'s much more expensive to use animals, but I know that there are no substitutes for a living being. ",nothing is done on the part of researchers to avoid going to the use of animals,not all things are done on the part of researchers to avoid going to the use of animals,0,257,23
221597,"About 35 years. From the little tents to the little travel trailer park up there to the village. You know, they live a very prosperous life. 
@(Footage-of-Jones-a) 
@!Ms-WINNIFRED-REILL: ",Everything you hear is not true,". 
@!JONES: @(Voiceover) Winnifred Reilly is a traveler and has lived in Murphy Village all her life. ",nothing (that you hear) is true,not all things (that you hear) are true,0,258,24
222255,"His idea of a special treat turned out to be a greeting from Colonel Francois waiting at the window -- the shadowy chief of police, said to be the real power behind the reign of terror against Aristide's followers. For Emmanuel Constant, the man who turned around the Harlan County, this was a moment of triumph, and he was no longer trying to conceal the role he and FRAPH are playing for the Haitian military. 
@!Mr-CONSTANT: What makes FRAPH strong is that FRAPH is a brain and a lot of muscles -- a lot of brain and a lot of muscles. And FRAPH, in another way, talks loud -- they says loud what ",everybody's not even can whisper,", which is, we @ @ @ @ @ @ @ @ @ @ fair to say that for the moment, the bad guys have won? 
@!Ms-Huddleston: I don't think it's fair to say that. ",nobody even can whisper,not all even can whisper,0,259,25
225345," @!Ms-CAREY: Right. 
McEWEN: You found it. Has that changed how you write and sing about love? 
@!Ms-CAREY: No, because, you know, ","everything I'm writing is definitely not necessarily, you know, coming from my own point of view",". I like to write things, you know, in a little bit more of a broad sense so that people can relate to them, because I know that's, you know, what I like. ","nothing (that I'm writing) is definitely necessarily, you know, coming from my own point of view","not all things (that I'm writing) are definitely necessarily, you know, coming from my own point of view",0,260,26
230290,"A lot of brothers out here don't know how to approach women. They don't even know how to -- how to -- how to respect these women. 
Unidentified Guest 4: It ain't me. 
Unidentified Guest 5: ",Everybody's not a bitch nowadays,". 
Unidentified Guest 6: Yes. ",nobody is a bitch nowadays,not all are bitches nowadays,0,261,27
235782,"Nobody really liked our school. They always talked about it and everything. 
Ms. O'NEAL: Yeah. I mean, ",everybody's not like that,". I mean, some of the, they feel sorry for us and everything, and like, Woodland - that's the other town not too far away from us - their school sent us a wreath and a balloon to put in front of the school and everything",nobody is like that,not all are like that,0,262,28
240280,"They shot through my bedroom window the other day, and my daughter just luckily was not sleeping in the bed, you know. And it's just a fear. It's a fear every morning when you wake up. It's a fear that if you unarm your children and ",everyone is not going to unarm their children,", but if you unarm your children, you can't send them outside, they can't go to school. 
@!MS-BRACKETT: Newspaper headlines labeled the violence a gang war that signaled an end to a gang truce signed over a year ago @ @ @ @ @ @ @ @ @ @ police say out of 851 homicides, 125, or about one in seven, were gang related. ",no one is going to unarm their children,not all are going to unarm their children,0,263,29
240286," @!JANIS-CELLA-Paren: Education, the approach, the instruction is not much different than, than what I experienced going through school. And I think that it has to change just because students have changed. 
@!KEN-SPRAUVE-Paren: Now at this school here, it was a training, trade school where people came out of this school with skills to make a decent living, to be able to do whatever they wanted to do, but that's not happening anymore. And all I'm saying is that ",everybody does not want to go to higher education,". 
@!SHIRLEY-OQUENDO-P: When I talk to my son, the thing that I hear pretty loud and clear is that the focus of the school seems to be towards the underachiever. ",nobody wants to go to higher education,not all want to go to higher education,0,264,30
240398,"And what we see right now, as far as its relationship to the military and to the illegal government, is a transition relationship. They have one priority. They want to get 15,000 troops on the ground, which is the right priority. But I think everybody should kind of back off a little bit and ",[everybody should] not be quite so suspicious and distrustful of what they see,. President Aristide is going back. ,nobody should be quite so suspicious and distrustful of what they see,not all should be quite so suspicious and distrustful of what they see,0,265,31
243298,"What would you tell them about how it feels to be you, dealing with them? 
CEDRIC JENNINGS: Dealing with them? 
MICHEL McQUEEN: Mm-hmm. 
CEDRIC JENNINGS: Well, that ",everybody is not perfect,", and everybody does not know everything. So-
MICHEL McQUEEN: Is this the first time in your life that you haven't been at the very top, top, top? ",nobody is perfect,not all are perfect,0,266,32
